"stop,name_tc,name_en"
"001994,""天瑞邨, 天瑞路"",""Tin Shui Estate, Tin Shui Road"""
"001995,嘉湖山莊 (翠湖居),Kingswood Villas (Chestwood Court)"
"001996,""嘉湖山莊翠湖居, 天榮路"",""Chestwood Court Kingswood Villas, Tin Wing Road"""
"001997,""天頌苑, 天榮路"",""Tin Chung Court, Tin Wing Road"""
"001998,""天耀邨耀盛樓, 天湖路"",""Yiu Shing House Tin Yiu Estate, Tin Wu Road"""
"001999,""嘉湖山莊賞湖居, 天湖路"",""Sherwood Court Kingswood Villas, Tin Wu Road"""
"002000,""天盛苑, 天耀路"",""Tin Shing Court, Tin Yiu Road"""
"002001,""天耀邨耀民樓, 天耀路"",""Yiu Man House Tin Yiu Estate, Tin Yiu Road"""
"002002,嘉湖山莊 (樂湖居),Kingswood Villas (Locwood Court)"
"002003,天水圍市中心,Tin Shui Wai Town Centre"
"002004,""青華苑, 青衣西路"",""Ching Wah Court, Tsing Yi Road West"""
"002005,""長亨邨, 青衣西路"",""Cheung Hang Estate, Tsing Yi Road West"""
"002006,""長亨邨亨翠樓, 青衣西路"",""Hang Chui House Cheung Hang Estate, Tsing Yi Road West"""
"002007,""青華苑, 青衣西路"",""Ching Wah Court, Tsing Yi Road West"""
"002008,""蝴蝶邨蝶心樓, 湖翠路"",""Tip Sum House Butterfly Estate, Wu Chui Road"""
"002009,""湖景邨湖碧樓, 湖翠路"",""Wu Pik House Wu King Estate, Wu Chui Road"""
"002010,""美樂花園, 湖翠路"",""Melody Garden, Wu Chui Road"""
"002011,""湖景邨湖畔樓, 湖景路"",""Wu Boon House Wu King Estate, Wu King Road"""
"002012,""湖景邨湖翠樓, 湖景路"",""Wu Tsui House Wu King Estate, Wu King Road"""
"002013,""湖景邨湖翠樓, 湖景路"",""Wu Tsui House Wu King Estate, Wu King Road"""
"002014,""兆禧苑, 湖景路"",""Siu Hei Court, Wu King Road"""
"002015,""天慈邨, 天城路"",""Tin Tsz Estate, Tin Shing Road"""
"002017,""廣福邨, 大埔公路"",""Kwong Fuk Estate, Tai Po Road"""
"002018,廣福道,Kwong Fuk Road"
"002019,""寶鄉橋,  寶鄉街"",""Po Heung Bridge, Po Heung Street"""
"002020,安祥路,On Cheung Road"
"002021,大埔中心,Tai Po Centre"
"002022,""大埔文娛中心, 安祥路"",""Tai Po Civic Centre, On Cheung Road"""
"002023,寶鄉街,Po Heung Street"
"002024,""運頭角里, 廣福道"",""Wan Tau Kok Lane, Kwong Fuk Road"""
"002025,""廣福邨, 大埔公路"",""Kwong Fuk Estate, Tai Po Road"""
"002026,耀安邨,Yiu On Estate"
"002027,富安花園,Chevalier Garden"
"002028,""亞公角, 亞公角街"",""A Kung Kok, A Kung Kok Street"""
"002029,""沙田醫院, 亞公角街"",""Shatin Hospital, A Kung Kok Street"""
"002030,""嘉湖山莊景湖居, 天城路"",""Kenswood Court Kingswood Villas, Tin Shing Road"""
"002031,""恒豐園, 青山公路"",""Harvest Garden, Castle Peak Road"""
"002032,""葵涌交匯處, 葵涌道"",""Kwai Chung Interchange, Kwai Chung Road"""
"002033,""葵涌交匯處, 葵涌道"",""Kwai Chung Interchange, Kwai Chung Road"""
"002034,""屯門中央廣場, 海榮路"",""Tuen Mun Central Square, Hoi Wing Road"""
"002035,""屯門中央廣場, 海榮路"",""Tuen Mun Central Square, Hoi Wing Road"""
"002036,""輕鐵銀座站, 天恩路"",""LR Ginza Stop, Tin Yan Road"""
"002037,""天華邨, 天瑞路"",""Tin Wah Estate, Tin Shui Road"""
"002038,悅湖山莊,Yuet Wu Villa"
"002039,""邁亞美海灣, 湖翠路"",""Miami Beach Towers, Wu Chui Road"""
"002040,""屯門碼頭, 湖翠路"",""Tuen Mun Pier Head, Wu Chui Road"""
"002041,""恒順園, 青山公路"",""Handsome Court, Castle Peak Road"""
"002042,""頌安邨, 西沙路"",""Chung On Estate, Sai Sha Road"""
"002043,""錦鞍苑, 西沙路"",""Kam On Court, Sai Sha Road"""
"002044,""德信中學, 寧泰路"",""Tak Sun Secondary School, Ning Tai Road"""
"002045,""錦泰苑, 寧泰路"",""Kam Tai Court, Ning Tai Road"""
"002046,沙田市中心,Shatin Central"
"002047,""好運中心, 橫壆街"",""Lucky Plaza, Wang Pok Street"""
"002048,""愛琴灣, 青山公路"",""The Aegean, Castle Peak Road"""
"002049,""小欖新村, 青山公路"",""Siu Lam San Tsuen, Castle Peak Road"""
"002050,""大欖涌, 青山公路"",""Tai Lam Chung, Castle Peak Road"""
"002051,""第一城站, 插桅杆街"",""City One Station, Chap Wai Kon Street"""
"002052,愉翠苑,Yu Chui Court"
"002053,""愉田苑, 銀城街"",""Yue Tin Court, Ngan Shing Street"""
"002054,運頭塘,Wan Tau Tong"
"002055,富亨邨,Fu Heng Estate"
"002056,""葵涌邨曉葵樓, 上角街"",""Hiu Kwai House Kwai Chung Estate, Sheung Kok Street"""
"002057,""葵馥苑, 大窩口道"",""Kwai Fuk Court, Tai Wo Hau Road"""
"002058,""小欖, 青山公路"",""Siu Lam, Castle Peak Road"""
"002059,""天晴邨晴彩樓, 天華路"",""Ching Choi House Tin Ching Estate, Tin Wah Road"""
"002060,天耀邨,Tin Yiu Estate"
"002061,""天耀邨耀豐樓, 天城路"",""Yiu Fung House Tin Yiu Estate, Tin Shing Road"""
"002062,""天頌苑, 天華路"",""Tin Chung Court, Tin Wah Road"""
"002063,""天頌苑, 天瑞路"",""Tin Chung Court, Tin Shui Road"""
"002064,""沙田醫院, 亞公角街"",""Shatin Hospital, A Kung Kok Street"""
"002065,""亞公角, 亞公角街"",""A Kung Kok, A Kung Kok Street"""
"002066,""富安花園, 亞公角街"",""Chevalier Garden, A Kung Kok Street"""
"002067,""錦泰苑, 寧泰路"",""Kam Tai Court, Ning Tai Road"""
"002068,""德信中學, 寧泰路"",""Tak Sun Secondary School, Ning Tai Road"""
"002069,""海典灣, 寧泰路"",""Ocean View, Ning Tai Road"""
"002070,""聽濤雅苑, 西沙路"",""Vista Paradiso, Sai Sha Road"""
"002071,""頌安邨, 西沙路"",""Chung On Estate, Sai Sha Road"""
"002072,""天富苑欣富閣, 天瑞路"",""Yan Fu House Tin Fu Court, Tin Shui Road"""
"002073,""天悅邨, 天華路"",""Tin Yuet Estate, Tin Wah Road"""
"002074,""天富苑能富閣, 天秀路"",""Nang Fu House Tin Fu Court, Tin Sau Road"""
"002075,""天澤邨, 天瑞路"",""Tin Chak Estate, Tin Shui Road"""
"002076,""天晴邨晴雲樓, 天葵路"",""Ching Wan House Tin Ching Estate, Tin Kwai Road"""
"002077,""天逸邨逸潭樓, 天瑞路"",""Yat Tam House Tin Yat Estate, Tin Shui Road"""
"002078,""愉翠苑, 牛皮沙街"",""Yu Chui Court, Ngau Pei Sha Street"""
"002079,""牛皮沙新村, 牛皮沙街"",""Ngau Pei Sha New Village, Ngau Pei Sha Street"""
"002080,""香港恒生大學, 廣善街"",""The Hang Seng University of Hong Kong, Kwong Sin Street"""
"002081,""廣源邨廣柏樓, 廣善街"",""Cypress House Kwong Yuen Estate, Kwong Sin Street"""
"002082,""帝堡城, 小瀝源路"",""The Castello, Siu Lek Yuen Road"""
"002083,廣源邨,Kwong Yuen Estate"
"002084,""帝堡城, 小瀝源路"",""The Castello, Siu Lek Yuen Road"""
"002085,""廣源邨廣榕樓, 廣善街"",""Banyan House Kwong Yuen Estate, Kwong Sin Street"""
"002086,""香港恒生大學, 廣善街"",""The Hang Seng University of Hong Kong, Kwong Sin Street"""
"002087,""牛皮沙新村, 牛皮沙街"",""Ngau Pei Sha New Village, Ngau Pei Sha Street"""
"002088,""愉翠苑, 牛皮沙街"",""Yu Chui Court, Ngau Pei Sha Street"""
"002089,""將軍澳醫院, 坑口道"",""Tseung Kwan O Hospital, Hang Hau Road"""
"002090,""聖雲仙天主堂, 坑口道"",""St. Vincent's Catholic Church, Hang Hau Road"""
"002091,""水邊村, 坑口道"",""Shui Bin Tsuen, Hang Hau Road"""
"002092,""影業路, 清水灣道"",""Ying Yip Road, Clear Water Bay Road"""
"002093,""銀影路, 清水灣道"",""Ngan Ying Road, Clear Water Bay Road"""
"002094,""大埔仔村, 清水灣道"",""Tai Po Tsai Village, Clear Water Bay Road"""
"002095,""大埔仔坳, 清水灣道"",""Tai Po Tsai Kau, Clear Water Bay Road"""
"002096,""窩美, 新西貢公路"",""Wo Mei, New Hiram's Highway"""
"002097,""南邊圍, 西貢公路"",""Nam Pin Wai, Hiram's Highway"""
"002098,""蠔涌, 西貢公路"",""Ho Chung, Hiram's Highway"""
"002099,""北圍, 西貢公路"",""Pak Wai, Hiram's Highway"""
"002100,""漁民新村, 西貢公路"",""Fisherman Village, Hiram's Highway"""
"002101,""白沙灣, 西貢公路"",""Pak Sha Wan, Hiram's Highway"""
"002102,""白沙臺, 西貢公路"",""Habitat, Hiram's Highway"""
"002103,""大涌口, 西貢公路"",""Tai Chung Hau, Hiram's Highway"""
"002104,""北港, 西貢公路"",""Pak Kong, Hiram's Highway"""
"002105,""菠蘿輋, 西貢公路"",""Po Lo Che, Hiram's Highway"""
"002106,""翠塘花園, 西貢公路"",""Lakeside Garden, Hiram's Highway"""
"002107,""西貢大會堂, 普通道"",""Sai Kung Town Hall, Po Tung Road"""
"002108,""西貢警署, 福民路"",""Sai Kung Police Station, Fuk Man Road"""
"002109,西貢,Sai Kung"
"002135,""西貢大會堂, 普通道"",""Sai Kung Town Hall, Po Tung Road"""
"002136,""翠塘花園, 西貢公路"",""Lakeside Garden, Hiram's Highway"""
"002137,""菠蘿輋, 西貢公路"",""Po Lo Che, Hiram's Highway"""
"002138,""北港, 西貢公路"",""Pak Kong, Hiram's Highway"""
"002139,""大涌口, 西貢公路"",""Tai Chung Hau, Hiram's Highway"""
"002140,""白沙臺, 西貢公路"",""Habitat, Hiram's Highway"""
"002141,""白沙灣, 西貢公路"",""Pak Sha Wan, Hiram's Highway"""
"002142,""漁民新村, 西貢公路"",""Fisherman Village, Hiram's Highway"""
"002143,""北圍, 西貢公路"",""Pak Wai, Hiram's Highway"""
"002144,""匡湖居, 西貢公路"",""Marina Cove, Hiram's Highway"""
"002145,""窩美, 西貢公路"",""Wo Mei, Hiram's Highway"""
"002146,""南圍, 西貢公路"",""Nam Wai, Hiram's Highway"""
"002147,""大埔仔坳, 清水灣道"",""Tai Po Tsai Kau, Clear Water Bay Road"""
"002148,""大埔仔村, 清水灣道"",""Tai Po Tsai Village, Clear Water Bay Road"""
"002149,""銀影路, 清水灣道"",""Ngan Ying Road, Clear Water Bay Road"""
"002150,""水邊村, 坑口道"",""Shui Bin Tsuen, Hang Hau Road"""
"002151,""半見村, 坑口道"",""Boon Kin Village, Hang Hau Road"""
"002153,""天祐苑, 天福路"",""Tin Yau Court, Tin Fuk Road"""
"002154,""天水圍站 - 聚星樓, 天福路"",""Tin Shui Wai Station - Tsui Sing Lau, Tin Fuk Road"""
"002155,保泰街,Po Tai Street"
"002156,""香港仔市政大廈, 香港仔大道"",""Aberdeen Municipal Services Building, Aberdeen Main Road"""
"002157,""聖伯多祿堂, 香港仔大道"",""St. Peter's Church, Aberdeen Main Road"""
"002158,""漁暉道, 香港仔大道"",""Yue Fai Road, Aberdeen Main Road"""
"002159,""業漁大廈, 香港仔大道"",""Yip Yee Mansion, Aberdeen Main Road"""
"002160,""逸港居, 香港仔海傍道"",""Ocean Court, Aberdeen Praya Road"""
"002161,""香港仔海濱公園, 香港仔海傍道"",""Aberdeen Promenade, Aberdeen Praya Road"""
"002162,""香港仔魚類批發市場, 香港仔海傍道"",""Aberdeen Wholesale Fish Market, Aberdeen Praya Road"""
"002163,""田灣街, 香港仔海傍道"",""Tin Wan Street, Aberdeen Praya Road"""
"002164,""崇文街, 香港仔水塘道"",""Tsung Man Street, Aberdeen Reservoir Road"""
"002165,""漁光村白沙樓, 香港仔水塘道"",""Pak Sha Lau Yue Kwong Chuen, Aberdeen Reservoir Road"""
"002166,鴨脷洲邨,Ap Lei Chau Estate"
"002167,""鴨脷洲徑, 鴨脷洲橋道"",""Ap Lei Chau Drive, Ap Lei Chau Bridge Road"""
"002168,""利枝道, 鴨脷洲橋道"",""Lee Chi Road, Ap Lei Chau Bridge Road"""
"002169,""御庭園, 鴨脷洲橋道"",""The Oasis, Ap Lei Chau Bridge Road"""
"002170,""鴨脷洲邨利澤樓, 鴨脷洲橋道"",""Lei Chak House Ap Lei Chau Estate, Ap Lei Chau Bridge Road"""
"002171,""鴨脷洲邨, 鴨脷洲橋道"",""Ap Lei Chau Estate, Ap Lei Chau Bridge Road"""
"002172,""利枝道, 鴨脷洲橋道"",""Lee Chi Road, Ap Lei Chau Bridge Road"""
"002173,""鴨脷洲徑, 鴨脷洲橋道"",""Ap Lei Chau Drive, Ap Lei Chau Bridge Road"""
"002174,鴨脷洲大街,Ap Lei Chau Main Street"
"002175,""馬坑邨觀馬樓, 環角道"",""Koon Ma House Ma Hang Estate, Cape Road"""
"002176,""環角徑, 環角道"",""Cape Drive, Cape Road"""
"002177,""環角徑, 環角道"",""Cape Drive, Cape Road"""
"002178,""柏濤小築, 環角道"",""Cypresswaver Villas, Cape Road"""
"002179,""赤柱觀音寺, 環角道"",""Kwun Yum Buddhist Monastery, Cape Road"""
"002180,""赤柱觀音寺, 環角道"",""Kwun Yum Buddhist Monastery, Cape Road"""
"002181,""龍欣苑龍騰閣, 環角道"",""Lung Tan House Lung Yan Court, Cape Road"""
"002182,香港仔 (成都道),Aberdeen (Chengtu Road)"
"002183,""置富徑, 置富道"",""Chi Fu Close, Chi Fu Road"""
"002184,""置富花園 1- 7 座, 置富道"",""Block 1- 7 Chi Fu Fa Yuen, Chi Fu Road"""
"002185,""置富南區廣場, 置富道"",""Chi Fu Landmark, Chi Fu Road"""
"002186,置富,Chi Fu"
"002187,""置富花園網球場, 置富道"",""Chi Fu Fa Yuen Tennis Court, Chi Fu Road"""
"002188,""富明苑, 置富道"",""Fu Ming Yuen, Chi Fu Road"""
"002189,""富仁苑, 置富道"",""Fu Yan Yuen, Chi Fu Road"""
"002190,""雅緻洋房, 置富道"",""Yar Chee Villas, Chi Fu Road"""
"002191,""舂磡角道 11 號, 舂磡角道"",""11 Chung Hom Kok Road, Chung Hom Kok Road"""
"002192,""舂磡角道 11 號, 舂磡角道"",""11 Chung Hom Kok Road, Chung Hom Kok Road"""
"002193,""舂坎角消防局, 舂磡角道"",""Chung Hom Kok Fire Station, Chung Hom Kok Road"""
"002194,""舂坎角消防局, 舂磡角道"",""Chung Hom Kok Fire Station, Chung Hom Kok Road"""
"002195,""環角道, 舂磡角道"",""Cape Road, Chung Hom Kok Road"""
"002196,""香島小築, 香島道"",""Island Club, Island Road"""
"002197,""深水灣, 香島道"",""Deep Water Bay, Island Road"""
"002198,""蒲苑, 香島道"",""Deepdene, Island Road"""
"002199,""蒲苑, 香島道"",""Deepdene, Island Road"""
"002200,""香島小築, 香島道"",""Island Club, Island Road"""
"002201,""深水灣, 香島道"",""Deep Water Bay, Island Road"""
"002202,鴨脷洲 (利樂街),Ap Lei Chau (Lee Lok Street)"
"002203,""利景街, 利南道"",""Lee King Street, Lee Nam Road"""
"002204,""蜆殼新鴨脷洲油庫, 利南道"",""New Shell Ap Lei Chau Depot, Lee Nam Road"""
"002205,""凱玥, 利南道"",""The Corniche, Lee Nam Road"""
"002206,""鴨脷洲橋道遊樂場, 利南道"",""Ap Lei Chau Bridge Road Playground, Lee Nam Road"""
"002207,""凱玥, 利南道"",""The Corniche, Lee Nam Road"""
"002208,""新海怡廣場, 利南道"",""Horizon Plaza, Lee Nam Road"""
"002209,利東邨,Lei Tung Estate"
"002210,""利東邨東興樓, 利東邨道"",""Tung Hing House Lei Tung Estate, Lei Tung Estate Road"""
"002211,""利東街市, 利東邨道"",""Lei Tung Market, Lei Tung Estate Road"""
"002212,""漁安苑, 利東邨道"",""Yue On Court, Lei Tung Estate Road"""
"002213,""香港真光書院, 利東邨道"",""Hong Kong True Light College, Lei Tung Estate Road"""
"002215,洛陽街,Lok Yeung Street"
"002216,""南島中學, 南風道"",""South Island School, Nam Fung Road"""
"002217,""黃竹坑老人服務綜合大樓, 南風道"",""Wong Chuk Hang Complex for the Elderly, Nam Fung Road"""
"002218,""深水灣道, 南風道"",""Deep Water Bay Road, Nam Fung Road"""
"002219,""深水灣道, 南風道"",""Deep Water Bay Road, Nam Fung Road"""
"002220,""南島中學, 南風道"",""South Island School, Nam Fung Road"""
"002221,""港大同學會書院, 南風道"",""HKUGA College, Nam Fung Road"""
"002222,""陳白沙紀念中學, 南朗山道"",""Chan Pak Sha School, Nam Long Shan Road"""
"002223,黃竹坑 (南朗山),Wong Chuk Hang (Nam Long Shan)"
"002224,""南朗山道熟食市場, 南朗山道"",""Nam Long Shan Road Cooked Food Market, Nam Long Shan Road"""
"002225,海洋公園,Ocean Park"
"002226,""余振強紀念第二中學, 薄扶林道"",""Yu Chun Keung Memorial College No.2, Pok Fu Lam Road"""
"002227,""薄扶林村, 薄扶林道"",""Pok Fu Lam Village, Pok Fu Lam Road"""
"002228,""薄扶林水塘道, 薄扶林道"",""Pok Fu Lam Reservoir Road, Pok Fu Lam Road"""
"002229,""嘉林閣, 薄扶林道"",""Woodbury Court, Pok Fu Lam Road"""
"002230,""心光學校, 薄扶林道"",""Ebenezer School, Pok Fu Lam Road"""
"002231,""瑪麗醫院, 薄扶林道"",""Queen Mary Hospital, Pok Fu Lam Road"""
"002232,""香港華人基督教聯會薄扶林道墳場, 薄扶林道"",""HKCCCU Pok Fu Lam Road Cemetery, Pok Fu Lam Road"""
"002233,""余振強紀念第二中學, 薄扶林道"",""Yu Chun Keung Memorial College No.2, Pok Fu Lam Road"""
"002234,""香港華人基督教聯會薄扶林道墳場, 薄扶林道"",""HKCCCU Pok Fu Lam Road Cemetery, Pok Fu Lam Road"""
"002235,""碧荔道, 薄扶林道"",""Bisney Road, Pok Fu Lam Road"""
"002236,""瑪麗醫院, 薄扶林道"",""Queen Mary Hospital, Pok Fu Lam Road"""
"002237,""心光學校, 薄扶林道"",""Ebenezer School, Pok Fu Lam Road"""
"002238,""明德村, 薄扶林道"",""Middleton Towers, Pok Fu Lam Road"""
"002239,""薄扶林水塘道, 薄扶林道"",""Pok Fu Lam Reservoir Road, Pok Fu Lam Road"""
"002240,""薄扶林村, 薄扶林道"",""Pok Fu Lam Village, Pok Fu Lam Road"""
"002241,""淺水灣海灘, 淺水灣道"",""Repulse Bay Beach, Repulse Bay Road"""
"002242,""淺水灣道 90 號, 淺水灣道"",""90 Repulse Bay Road, Repulse Bay Road"""
"002243,""聚豪居, 淺水灣道"",""Royal Garden, Repulse Bay Road"""
"002244,""曼克頓大廈, 淺水灣道"",""Manhattan Tower, Repulse Bay Road"""
"002245,""怡峰, 淺水灣道"",""The Somerset, Repulse Bay Road"""
"002246,""明慧園, 淺水灣道"",""Ming Wai Garden, Repulse Bay Road"""
"002247,""麗景道, 淺水灣道"",""Belleview Drive, Repulse Bay Road"""
"002248,""保華大廈, 淺水灣道"",""Repulse Bay Towers, Repulse Bay Road"""
"002249,""曼克頓大廈, 淺水灣道"",""Manhattan Tower, Repulse Bay Road"""
"002250,""南山別墅, 淺水灣道"",""Monte Verde, Repulse Bay Road"""
"002251,""麗景道, 淺水灣道"",""Belleview Drive, Repulse Bay Road"""
"002252,""淺水灣海灘, 淺水灣道"",""Repulse Bay Beach, Repulse Bay Road"""
"002255,""淺水灣道 16 號, 淺水灣道"",""16 Repulse Bay Road, Repulse Bay Road"""
"002256,""淺水灣道 127 號, 淺水灣道"",""127 Repulse Bay Road, Repulse Bay Road"""
"002257,""淺水灣別墅, 淺水灣道"",""Repulse Bay Villas, Repulse Bay Road"""
"002258,""蔚峰園, 淺水灣道"",""The Brentwood, Repulse Bay Road"""
"002259,""田灣街, 石排灣道"",""Tin Wan Street, Shek Pai Wan Road"""
"002260,""華富道, 石排灣道"",""Wah Fu Road, Shek Pai Wan Road"""
"002261,""華富道, 石排灣道"",""Wah Fu Road, Shek Pai Wan Road"""
"002262,""海怡半島美暉閣, 海怡路"",""Mei Fai Court South Horizons, South Horizon Drive"""
"002263,""海怡半島海韻閣, 海怡路"",""Hoi Wan Court South Horizons, South Horizon Drive"""
"002265,""赤柱正灘, 赤柱灘道"",""Stanley Main Beach, Stanley Beach Road"""
"002266,""赤柱峽道交匯處, 赤柱峽道"",""Stanley Gap Road Interchange, Stanley Gap Road"""
"002267,""赫蘭道, 淺水灣道"",""Headland Road, Repulse Bay Road"""
"002268,""衛奕信徑, 赤柱峽道"",""Wilson Trail, Stanley Gap Road"""
"002269,""赤柱崗抽水站, 赤柱峽道"",""Stanley Mound Pumping Station, Stanley Gap Road"""
"002270,赤柱峽道,Stanley Gap Road"
"002271,""衛奕信徑, 赤柱峽道"",""Wilson Trail, Stanley Gap Road"""
"002272,""赫蘭道, 淺水灣道"",""Headland Road, Repulse Bay Road"""
"002273,""赤柱峽道交匯處, 赤柱峽道"",""Stanley Gap Road Interchange, Stanley Gap Road"""
"002274,""舂磡角道, 赤柱峽道"",""Chung Hom Kok Road, Stanley Gap Road"""
"002275,""赤柱警署, 赤柱村道"",""Stanley Police Station, Stanley Village Road"""
"002276,""海灣園, 赤柱村道"",""Stanley Court, Stanley Village Road"""
"002277,赤柱村,Stanley Village"
"002278,""赤柱崗道, 赤柱村道"",""Stanley Mound Road, Stanley Village Road"""
"002279,""赤柱灘道, 赤柱村道"",""Stanley Beach Road, Stanley Village Road"""
"002280,""旭逸居, 赤柱村道"",""Stanford Villa, Stanley Village Road"""
"002281,""赤柱村, 赤柱村道"",""Stanley Village, Stanley Village Road"""
